record_id,cohort_quarter,location_id,education_level,field_of_study,target_occupation_id,skills,is_synthetic
DEMO-0425,2026-Q2,chicago,Bachelor's (completed),Computer Science,qa_engineer,Agile / Scrum;Azure;CI/CD;Data Visualization;Excel;Git;Kafka;REST APIs;SQL;Testing / QA Automation,yes
DEMO-0426,2025-Q3,atlanta,Master's (in progress),Engineering,data_analyst,Business Acumen;Communication;Data Visualization;Power BI;Problem Solving;Python;React;SQL;Statistics;Tableau,yes
DEMO-0427,2025-Q3,atlanta,Master's (completed),Computer Science,data_scientist,A/B Testing;Agile / Scrum;Communication;Data Visualization;Git;MLOps;Machine Learning;Problem Solving;Python;R;Spark,yes
DEMO-0428,2026-Q1,washington_dc,Bachelor's (in progress),Computer Science,data_analyst,Business Acumen;Communication;Data Visualization;Kubernetes;Power BI;Problem Solving;Python;SQL;Stakeholder Management;Tableau,yes
DEMO-0429,2026-Q2,chicago,Bachelor's (completed),Information Systems,data_analyst,Business Acumen;Communication;Data Modeling;Data Visualization;HTML/CSS;Problem Solving;Stakeholder Management;Statistics,yes
DEMO-0430,2026-Q2,chicago,Master's (completed),Engineering,data_scientist,Deep Learning;ETL / Data Pipelines;Git;Java;Machine Learning;Power BI;Python;R;SQL;Spark;Statistics,yes
DEMO-0431,2025-Q3,seattle,Master's (completed),Computer Science,web_developer,AWS;Agile / Scrum;Communication;Git;HTML/CSS;JavaScript;NoSQL Databases;Problem Solving;SQL;Testing / QA Automation,yes
DEMO-0432,2025-Q2,atlanta,Bachelor's (completed),Computer Science,security_analyst,AWS;C++;CI/CD;Communication;Cybersecurity;Excel;Linux;Networking;Problem Solving;Python;Risk & Compliance;Stakeholder Management,yes
DEMO-0433,2026-Q1,chicago,Bachelor's (completed),Computer Science,software_engineer,AWS;Agile / Scrum;C++;Git;Java;JavaScript;Linux;NLP;Python;REST APIs;SQL;System Design;Tableau;Testing / QA Automation,yes
DEMO-0434,2025-Q2,chicago,Master's (in progress),Engineering,security_analyst,AWS;Azure;Cybersecurity;Data Modeling;Docker;Kafka;Networking;Problem Solving;Python;Risk & Compliance;Stakeholder Management,yes
DEMO-0435,2025-Q1,chicago,Master's (in progress),Computer Science,software_engineer,AWS;Agile / Scrum;CI/CD;Communication;Java;JavaScript;Linux;Problem Solving;REST APIs;SQL;System Design;Testing / QA Automation,yes
DEMO-0436,2026-Q2,chicago,Master's (in progress),Engineering,software_engineer,A/B Testing;AWS;C++;CI/CD;Communication;Docker;Git;HTML/CSS;JavaScript;Kafka;Problem Solving;Python;System Design;Testing / QA Automation,yes
DEMO-0437,2026-Q2,atlanta,Bachelor's (completed),Computer Science,web_developer,Agile / Scrum;Business Acumen;Communication;Deep Learning;Docker;Git;HTML/CSS;JavaScript;Kubernetes;Problem Solving;REST APIs;React;SQL,yes
DEMO-0438,2025-Q3,new_york,Master's (in progress),Data Science / Analytics,data_engineer,A/B Testing;AWS;Airflow;CI/CD;Data Modeling;Git;NoSQL Databases;SQL;Terraform,yes
DEMO-0439,2025-Q2,chicago,Bachelor's (completed),Computer Science,financial_analyst,Airflow;Business Acumen;Communication;Data Visualization;Excel;Financial Modeling;Power BI;Python;Risk & Compliance;SQL;Stakeholder Management,yes
DEMO-0440,2026-Q2,dallas,Master's (in progress),Data Science / Analytics,data_engineer,AWS;Airflow;Azure;Communication;Data Visualization;Docker;ETL / Data Pipelines;HTML/CSS;Java;Kafka;NoSQL Databases;Python;SQL;Spark;Terraform,yes
DEMO-0441,2025-Q4,chicago,Master's (completed),Computer Science,data_engineer,AWS;Azure;Communication;Data Modeling;ETL / Data Pipelines;Git;Kafka;Linux;Machine Learning;NoSQL Databases;Python;REST APIs;SQL;Spark,yes
DEMO-0442,2025-Q2,chicago,Master's (in progress),Business / Finance,security_analyst,Airflow;Azure;Business Acumen;GCP;Networking;Problem Solving;Python;Risk & Compliance;Statistics,yes
DEMO-0443,2025-Q4,chicago,Master's (in progress),Computer Science,data_engineer,AWS;Airflow;Azure;CI/CD;Data Modeling;Docker;ETL / Data Pipelines;Linux;Python;Spark,yes
DEMO-0444,2025-Q1,chicago,Master's (in progress),Computer Science,data_analyst,AWS;Communication;Cybersecurity;Data Visualization;Problem Solving;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0445,2025-Q4,atlanta,Master's (in progress),Computer Science,data_engineer,AWS;Agile / Scrum;Airflow;Communication;Data Modeling;Docker;ETL / Data Pipelines;Git;Java;Kafka;Linux;NoSQL Databases;Python;SQL;Spark,yes
DEMO-0446,2025-Q2,chicago,Master's (in progress),Data Science / Analytics,software_engineer,Communication;Docker;JavaScript;Linux;Power BI;Problem Solving;Python;REST APIs;SQL;System Design,yes
DEMO-0447,2026-Q1,san_francisco,Master's (in progress),Mathematics / Statistics,data_scientist,A/B Testing;AWS;C++;Communication;Data Visualization;Machine Learning;NLP;Python;R;SQL;Spark;Statistics,yes
DEMO-0448,2026-Q2,chicago,Bachelor's (in progress),Business / Finance,data_analyst,A/B Testing;Business Acumen;Communication;Data Modeling;Data Visualization;ETL / Data Pipelines;Excel;Git;Networking;Power BI;Problem Solving;Python;SQL;Statistics;Tableau,yes
DEMO-0449,2026-Q2,new_york,Bachelor's (completed),Business / Finance,data_analyst,A/B Testing;Business Acumen;Communication;Data Visualization;Deep Learning;Docker;Excel;Power BI;Problem Solving;Python;React;SQL,yes
DEMO-0450,2026-Q2,chicago,Master's (completed),Computer Science,qa_engineer,Agile / Scrum;CI/CD;Communication;Financial Modeling;Git;JavaScript;Linux;Problem Solving;Python;REST APIs;Testing / QA Automation,yes
DEMO-0451,2025-Q3,new_york,Master's (completed),Information Systems,ml_engineer,AWS;Airflow;Deep Learning;Excel;GCP;Linux;MLOps;Machine Learning;NLP;Python;Statistics;System Design,yes
DEMO-0452,2026-Q1,new_york,Bachelor's (completed),Business / Finance,web_developer,Agile / Scrum;JavaScript;Kafka;NoSQL Databases;REST APIs;React;Statistics;Testing / QA Automation,yes
DEMO-0453,2026-Q2,chicago,Master's (in progress),Computer Science,data_analyst,Business Acumen;CI/CD;Communication;Data Modeling;Kafka;Kubernetes;Python;SQL;Spark;Stakeholder Management,yes
DEMO-0454,2025-Q2,chicago,Master's (completed),Computer Science,ml_engineer,Azure;CI/CD;Docker;GCP;Git;Linux;NLP;Power BI;Python;Spark;Statistics;System Design,yes
DEMO-0455,2026-Q1,new_york,Bachelor's (in progress),Mathematics / Statistics,qa_engineer,Agile / Scrum;CI/CD;Docker;Git;Java;Machine Learning;Problem Solving;SQL;Spark;Testing / QA Automation,yes
DEMO-0456,2026-Q2,austin,Master's (in progress),Computer Science,software_engineer,AWS;Agile / Scrum;CI/CD;GCP;Git;Java;Problem Solving;REST APIs;System Design;Testing / QA Automation,yes
DEMO-0457,2025-Q3,chicago,Master's (in progress),Engineering,software_engineer,AWS;Agile / Scrum;Airflow;C++;CI/CD;Communication;Git;NLP;Problem Solving;Python;REST APIs;System Design,yes
DEMO-0458,2026-Q2,chicago,Master's (in progress),Computer Science,systems_analyst,Agile / Scrum;Business Acumen;Communication;Excel;Problem Solving;R;SQL;Stakeholder Management;System Design,yes
DEMO-0459,2025-Q3,dallas,Bachelor's (in progress),Business / Finance,data_scientist,Airflow;Data Visualization;Deep Learning;Git;Machine Learning;NLP;Python;R;SQL;Spark;Statistics,yes
DEMO-0460,2025-Q4,san_francisco,Bachelor's (in progress),Engineering,financial_analyst,Agile / Scrum;Communication;Data Visualization;Excel;Financial Modeling;Java;Python;REST APIs;Risk & Compliance;SQL;Statistics,yes
DEMO-0461,2025-Q3,seattle,Bachelor's (completed),Mathematics / Statistics,data_scientist,A/B Testing;AWS;Communication;Cybersecurity;Deep Learning;Git;Java;Machine Learning;Problem Solving;Python;Spark,yes
DEMO-0462,2026-Q2,chicago,Master's (in progress),Data Science / Analytics,data_scientist,A/B Testing;Communication;Data Visualization;Deep Learning;Linux;Machine Learning;Problem Solving;R;Risk & Compliance;SQL;Statistics,yes
DEMO-0463,2026-Q2,atlanta,Bachelor's (completed),Business / Finance,data_analyst,A/B Testing;Communication;Data Visualization;Deep Learning;Git;Power BI;Problem Solving;React;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0464,2026-Q2,boston,Master's (in progress),Information Systems,data_scientist,A/B Testing;AWS;Communication;Deep Learning;Excel;Git;Machine Learning;Problem Solving;Python;R;SQL;Spark,yes
DEMO-0465,2025-Q2,chicago,Bachelor's (in progress),Computer Science,data_scientist,Agile / Scrum;C++;Communication;Git;Machine Learning;NLP;Python;SQL;Spark;Statistics,yes
DEMO-0466,2025-Q4,san_francisco,Master's (in progress),Information Systems,ml_engineer,AWS;CI/CD;Communication;Deep Learning;Docker;Git;MLOps;Machine Learning;Power BI;Python;SQL;Statistics;Terraform,yes
DEMO-0467,2026-Q2,washington_dc,Bachelor's (in progress),Mathematics / Statistics,software_engineer,AWS;Agile / Scrum;C++;CI/CD;Communication;Data Visualization;Docker;Git;Java;JavaScript;Linux;Problem Solving;REST APIs;System Design,yes
DEMO-0468,2026-Q2,seattle,Bachelor's (in progress),Computer Science,cloud_engineer,AWS;Azure;CI/CD;Docker;ETL / Data Pipelines;GCP;Kubernetes;Networking;Python;System Design;Terraform,yes
DEMO-0469,2026-Q2,atlanta,Master's (in progress),Computer Science,cloud_engineer,AWS;Azure;CI/CD;Docker;GCP;Git;Networking;Testing / QA Automation,yes
DEMO-0470,2025-Q2,chicago,Master's (in progress),Data Science / Analytics,data_scientist,A/B Testing;Communication;Data Visualization;Git;NLP;Problem Solving;Python;R,yes
DEMO-0471,2025-Q2,chicago,Master's (in progress),Computer Science,ml_engineer,A/B Testing;Docker;Kubernetes;Linux;MLOps;Machine Learning;NLP;SQL;System Design,yes
DEMO-0472,2025-Q2,chicago,Master's (in progress),Computer Science,software_engineer,AWS;C++;Communication;Git;JavaScript;Linux;Problem Solving;REST APIs;SQL;Testing / QA Automation,yes
DEMO-0473,2025-Q4,san_francisco,Master's (in progress),Business / Finance,data_analyst,A/B Testing;Airflow;Business Acumen;Communication;Data Visualization;Excel;Financial Modeling;Java;R;REST APIs;Stakeholder Management;Statistics,yes
DEMO-0474,2025-Q4,boston,Bachelor's (in progress),Engineering,data_scientist,A/B Testing;AWS;Communication;Data Visualization;Machine Learning;Python;Spark;Statistics,yes
DEMO-0475,2026-Q2,austin,Master's (in progress),Data Science / Analytics,devops_engineer,AWS;Agile / Scrum;Azure;CI/CD;Communication;Cybersecurity;Docker;Git;Kubernetes;Linux;Terraform,yes
DEMO-0476,2025-Q4,atlanta,Bachelor's (in progress),Information Systems,devops_engineer,A/B Testing;AWS;Azure;CI/CD;Docker;Git;Kafka;Kubernetes;Linux;Python;R;SQL;Terraform,yes
DEMO-0477,2025-Q3,atlanta,Master's (in progress),Computer Science,web_developer,AWS;Communication;GCP;Git;Power BI;Problem Solving;REST APIs;React;SQL,yes
DEMO-0478,2025-Q1,chicago,Master's (completed),Data Science / Analytics,software_engineer,Agile / Scrum;Business Acumen;C++;Communication;Cybersecurity;Docker;Excel;Git;Java;JavaScript;Problem Solving;Python;REST APIs;Risk & Compliance;Testing / QA Automation,yes
DEMO-0479,2026-Q2,san_francisco,Master's (in progress),Business / Finance,cloud_engineer,AWS;CI/CD;Cybersecurity;Docker;Excel;Git;Java;Linux;NoSQL Databases;Python;Statistics;Terraform,yes
DEMO-0480,2026-Q2,new_york,Bachelor's (completed),Mathematics / Statistics,data_analyst,A/B Testing;CI/CD;Data Visualization;Excel;Git;MLOps;Power BI;Problem Solving;Python;SQL;Stakeholder Management;Statistics,yes
